Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
W261529092184201,159,Assam,Morigaon,Morigaon,Basanaghat,26.2580556,92.31166667,2021,8,355.60,0.00,61,70.900,31,5,,145.00,50,5,11,14,1,,204.00,
W261015091350501,160,Assam,Kamrup,Hajo,Sualkuchi,26.1674444,91.57083333,2021,8,1207.00,0.00,488,106.350,53,9,,295.00,110,4.80,86,59,1.20,,636.10,
W270700094064201,161,Assam,LAKHIMPUR,Lakhimpur,Panigaon,27.1374444,94.11066667,2021,8,161.40,0.00,128.20,7.090,0,14,,100.00,20,12,6,2,1,,93,
W265405093422901,162,Assam,Biswanath,Pub Chayduar,Kolabari,26.9014444,93.70805556,2021,8,197.10,0.00,153,7.090,0.00,30.30,,115.00,22,15,11,5,1,,112.20,
W260033093154301,163,Assam,Karbi Anglong,Langsomepi,Phonglangso,26.0266944,93.23236111,2021,8,297.30,9.00,256.40,14.180,3,0.00,,165.00,30,22,28,3,1,,173.10,
W260829092491102,164,Assam,Nagaon,Kathiatoli,Zebra Khua,26.1386111,92.80861111,2021,8,130.00,0.00,92,14.180,1,34,,85.00,14,12,15,1,1,,76,
W260107093380101,165,Assam,Karbi Anglong,Bokajan,Hidipi,26.0098667,93.63186111,2021,8,290.50,0.00,177,28.360,9,7,,165.00,50,10,10,9.40,1,,169.10,
W262130090370001,166,Assam,Bongaigaon,Baitamari,North salmara,26.3715,90.58558333,2021,8,495.60,0.00,122.10,283.600,7,0,,190.00,42,21,90,48,0,,273.20,
W271518095141701,167,Assam,Dibrugarh,Joypur,Jaipur Naharani,27.255,95.23805556,2021,8,175.50,0.00,153,11,8,1,,30.00,4.00,5,43,12,0,,93,
W262955091043001,168,Assam,Barpeta,Howly,Sarupeta,26.4480278,91.07480556,2021,8,613.40,0.00,293,60,21,1,,320.00,72,34,4,6,0.60,,318.80,
W255600092423101,169,Assam,West Kaarbi-Anglong,Howraghat,Donkamokam,25.9327778,92.71,2021,8,124.80,0.00,79,28.360,1,0.00,,80.00,22,6,9,2,1,,71,
W263030091360001,170,Assam,Kamrup,Rangia,Darkuchi,26.5412778,91.60255556,2021,8,298.90,0.00,134,152,15,0.00,,85.00,20,8,88,34,0,,160.70,
W261400091370001,171,Assam,Kamrup,Hajo,Alikash Adarsh,26.2257778,91.61447222,2021,8,1387.00,0.00,391,326.140,15,1,,455.00,108,45,118,65,1,,773.40,
W260500091400001,172,Assam,Kamrup,Rani,Rani,26.0377,91.5839,2021,8,53,0.00,85,18,8,0,,25.00,6.00,2,25,12,0.20,,27.80,
W270730093543001,173,Assam,LAKHIMPUR,Karunabari,Laluk,27.11975,93.93016667,2021,8,460.30,0.00,110,39,11,42,,190.00,14,38,8,4,0,,248.70,
W243611092315101,174,Assam,Hailakandi,Lala,Lakhinagar,24.6031389,92.531361,2021,8,304.00,0.00,214,82,2,0,,225.00,22,41,21,3,0,,158.00,
W260227091213401,175,Assam,Kamrup,Chhaygaon,Chhaygaon,26.0411111,91.35972222,2021,8,266.70,0.00,110,25,55,4,,80.00,22,6,32,19.80,1.00,,140.50,
W261019092562001,176,Assam,Nagaon,Jugijan,Haldiati Sub Bt,26.1725,92.94333333,2021,8,201.60,0.00,85,35.450,5.10,0.00,,65.00,12,8,22,5,1.10,,116.10,
W262009092454101,177,Assam,Nagaon,Brahmpur,Hatenibatha,26.3361111,92.76138889,2021,8,581.60,0.00,317,155.980,1,0.00,,335.00,40,57,67,2.80,1,,349.70,
W264315091550001,178,Assam,Udalguri,Paneri,Paneri,26.732836,91.959796,2021,8,156.00,0.00,79,46,24,0.00,,75.00,10,12,26,8,0,,81.40,
W263430091540001,179,Assam,Udalguri,Kalaigaon,Kalaigaon,26.570366,91.981299,2021,8,260.30,0.00,110,198.520,14,0.20,,140.00,26,18,69,38,1,,140.30,
W230530080300001,180,Assam,Bongaigaon,Manikpur,Manikpur,26.4687778,90.80183333,2021,8,457.90,0.00,244.20,82,7,0.00,,260.00,70,20.60,14,6,1,,234.20,
W264505092083001,181,Assam,Darrang,Udalguri,Goroibari,26.7518611,92.14275,2021,8,125.70,0.00,116,56.720,9.20,0,,65.00,16,6,34,4,0,,68,
W260501092132101,182,Assam,Morigaon,Borhampur,Daponibari N,26.1438889,92.37416667,2021,8,74,0.00,43,11,4,0.00,,30.00,6.00,4,9,2,1,,43,
W260735092150801,183,Assam,Morigaon,Mayong,Deosal,26.1263889,92.2525,2021,8,65,0.00,43,11,4,0.00,,40.00,4.00,7,4.50,4,1,,37,
W271617094013101,184,Assam,LAKHIMPUR,Lakhimpur,Dejoo,27.2716389,94.02529722,2021,8,88,0.00,43,18,3,0.00,,45.00,12,4,4,2,1,,51,
W240618087404801,185,Assam,Goalpara,Dudhnoi,Damra,25.9291667,90.77638889,2021,8,128.30,6.00,49,110,6,0.50,,50.00,18,1.20,56,38,1.20,,66,
W255830091143001,186,Assam,Kamrup,Boko,Boko,25.9833333,91.245,2021,8,208.50,0.00,55,25,35,0,,95.00,26,7,14,3,1.00,,109.60,
W260831093511001,187,Assam,Karbi Anglong,Bokajan,Bokajan I,26.0286111,93.76722222,2021,8,212.60,0.00,49,42.540,3,25,,75.00,22,5,21,1.00,0,,123.70,
W262730091370001,188,Assam,Kamrup,Rangia,Rangia,26.4375889,91.606975,2021,8,858.40,0.00,348,219.790,20,1,,320.00,14,69,78.70,58,1,,464.50,
W265041092191601,189,Assam,Udalguri,Mazbat,Hatitopagaon,26.7652778,92.31,2021,7.80,227.30,0.00,61,96,31,3,,100.00,20,12,37,15,0,,120.00,
W264202092130001,190,Assam,Udalguri,Rowta,Rowta chariali,26.711652,92.205556,2021,7.80,723.70,0.00,189,262.330,7,2,,175.00,38,19.40,98,80,0.80,,397.00,
W264325091590001,191,Assam,Udalguri,Paneri,Bengbari,26.732836,92.20763889,2021,8,144.00,0.00,85,77.990,33,0.00,,115.00,14,19,31,10,0,,78,
W261723091424301,192,Assam,Kamrup,Bejera,Dora Kahara,26.301479,91.59475,2021,8,536.00,0.00,220,53,85,2,,205.00,46,22,40,18,1.00,,282.10,
W262913090375901,193,Assam,Bongaigaon,Baitamari,Chaprakata (Dankinamari),26.48725,90.63341667,2021,8,260.70,0.00,171,49.630,7,0.00,,180.00,50,13,12,2,0,,138.40,
W235153091200701,194,Assam,Karimganj,Old Agartala,R.K nagar,24.56658,92.4610556,2021,8,145.70,0.00,122.10,113.440,1.40,1,,125.00,30,12,39,20,0.20,,75,
W261148093474301,195,Assam,Karbi Anglong,Bokajan,Saphapani,26.1963889,93.79527778,2021,7.70,89,0.00,37,32,0.00,0.00,,35.00,10,2,19,2,0,,52,
W255939093243801,196,Assam,Karbi Anglong,Bokajan,Mohendijua,25.9945,93.41102778,2021,7.70,125.40,0.00,24,39,2,1,,45.00,12,4,13,2,0,,73,
W261315093503201,197,Assam,Karbi Anglong,Bokajan,Deopani,26.2213889,93.8225,2021,8,290.30,0.00,159,39,8,0.00,,140.00,38,10.90,24,3,1,,167.80,
W264253091424301,198,Assam,Baksa,Goreswar,Bangalipara,26.715,93.8225,2021,8,462.00,0.00,250.30,39,36,1,,275.00,30,49,4,2,0.50,,246.00,
W270200093543001,199,Assam,LAKHIMPUR,Bihpuria,Bihpuria,27.0235194,93.8225,2021,8,149.30,0.00,92,11,0.00,0,,85.00,24,6,4,4,0,,80,
W261521092134601,200,Assam,Morigaon,Mayong,Garmari Gaon,26.2630556,93.8225,2021,8,251.90,0.00,67,32,11,34.10,,140.00,28,17,5,2,1,,146.10,
W255745093350601,201,Assam,Karbi Anglong,Bokajan,Dillai,25.9658333,93.8225,2021,8,711.10,0.00,159,145,35,1,,265.00,62,27,61,7,0,,412.20,
W260848092095601,202,Assam,Kamrup,Dimaria,Khetri II,26.1466667,92.16555556,2021,8,328.90,0.00,134,42.540,30.60,7,,125.00,18,19,24,20.20,0.40,,187.80,
W260348093110604,203,Assam,Karbi Anglong,Langsomepi,Bokoliaghat,26.0588889,93.2025,2021,7.60,160.90,0.00,37,53,2,15,,30.00,8,2,27.40,15,0,,93,
W264921092471001,204,Assam,SONITPUR,Balipara,Balipara,26.8230556,92.78186111,2021,8,256.20,0.00,110,25,20,0,,90.00,24,7,17,16,0,,136.70,
W263750091341501,205,Assam,Baksa,Tamulpur,Tamulpur,26.6065278,91.58047222,2021,8,854.30,0.00,366,262.330,6,11,,350.00,42,59,85,69,1,,471.50,
W260115091194001,206,Assam,Kamrup,Chhaygaon,Bamunigaon,26.0236111,91.32444444,2021,8,169.10,0.00,104,28.360,13,0,,65.00,18,5,24,8,1,,90,
W264353091332001,207,Assam,Baksa,Tamulpur,Kumarikata,26.7327778,91.55636111,2021,8,651.70,0.00,305,195,7,3,,245.00,40,35,79,57,0,,351.00,
W245820092350001,208,Assam,Cachar,Kalain,Kalain,24.9681389,92.40863889,2021,8,486.00,0.00,195,248.150,12,2,,260.00,42,37.60,76,42,0,,252.30,
W262200090380001,209,Assam,Bongaigaon,Srijangram,Abhayapuri,26.3385278,90.66238889,2021,8,216.00,0.00,79,141.800,8,0,,60.00,20,2,67,34,0.20,,114.50,
W260348093110605,210,Assam,Karbi Anglong,Langsomepi,Dishobai,26.0099444,93.26277778,2021,8,341.10,0.00,244.20,28.360,3,6,,155.00,44,10.90,36,12,1,,197.90,
W262830090541001,211,Assam,Barpeta,Chakchaka,Sorbhog,26.4724722,90.88069444,2021,8,408.80,0.00,177,131,30,0,,185.00,70,2,53,26.20,0.50,,211.20,
W271800095513001,212,Assam,Tinsukia,Margherita,Lekhapani,27.319722,95.818056,2021,8,150.50,0.00,73,11,17,1.00,,85.00,18,9.70,3,4,0,,80,
W262930090093001,213,Assam,Kokrajhar,Dotoma,Dotma,26.4846111,90.16630556,2021,8,241.00,0.00,134,42.540,34,0.00,,165.00,46,12,8,3,0,,126.60,
W263630092230001,214,Assam,SONITPUR,Balipara,Barchola,26.6054167,92.38016667,2021,8,163.60,0.00,55,28.360,9,12,,55.00,10,7,15,7,0,,87,
W271952095511101,215,Assam,Tinsukia,Margherita,Tirap Gate,27.333138,95.848262,2021,8,181.40,0.00,49,21.270,20,0.00,,70.00,10,11,5,2,0,,96,
W245920092300001,216,Assam,Cachar,Kalain,Digharkhal,24.9994167,92.51302778,2021,7,370.80,0.00,85,326.140,51,5,,410.00,72,56,55,25,0,,200.60,
W264800092543501,217,Assam,SONITPUR,Naduar,Tupia,26.7990278,92.91105556,2021,7,231.20,0.00,134,7.090,11,4,,115.00,20,16,2,16,0,,123.40,
W261900093523001,218,Assam,Karbi Anglong,Bokajan,Silanijan,26.3216667,93.87222222,2021,7,178.50,0.00,24,49.630,11,14,,45.00,4.00,8,27.50,11,0,,102.20,
W262044092445401,219,Assam,Nagaon,Rupohi,Gomotha,26.3452778,92.74861111,2021,7,596.60,0.00,378.50,49.630,13,22,,235.00,6.00,53.40,55,21,1,,335.70,
W264208092282801,220,Assam,SONITPUR,Dhekiajuli,Dhekiajuli,26.7031389,92.47083333,2021,7,198.10,0.00,79,25,14,7,,70.00,14,8,15,8,0,,105.60,
W260406091362101,221,Assam,Kamrup,Rani,Rani II,26.041,91.585,2021,7,71,0.00,73,21.270,8,1,,40.00,6.00,6,16,12,0,,38,
W263330090230001,222,Assam,Chirang,Sidli,Garubassa,26.5691667,90.37527778,2021,7,126.70,0.00,67,77.990,13,4,,55.00,14,5,46.60,7.40,0,,66,
W243745092402801,223,Assam,Hailakandi,Algapur,Burakhai,24.6289722,92.67444444,2021,7,213.50,0.00,98,120.530,2,0,,85.00,26,5,50,29,0,,109.00,
W263800090230001,224,Assam,Chirang,Bengtol,Runikhata,26.6348611,90.38402778,2021,7.30,106.90,0.00,24,46,7.20,7,,80.00,20,7,2,3,0,,57.40,
W272337095535701,225,Assam,Tinsukia,Margherita,Jagun,27.383005,95.903574,2021,7,49,0.00,24,11,2,3,,30.00,4.00,5,4,1,0,,26,
W263409090090001,226,Assam,Kokrajhar,Dotoma,Serfanguri,26.5541667,90.15277778,2021,7,151.40,0.00,92,77.990,10,1,,200.00,20,36.40,5,3,0,,79,
W243909092531001,227,Assam,Cachar,Palanghat,Palanghat,25.2573056,91.74127778,2021,7,576.10,0.00,208,219.790,20,0,,325.00,44,52,47,19,0,,304.70,
W255810090564001,228,Assam,Goalpara,Rongjuli,Rongjuli,25.9672222,90.925,2021,7,136.80,0.00,153,70.900,10,0,,105.00,38,2,49,19,0,,71,
W245200092340001,229,Assam,Karimganj,Badarpur,Badarpur,24.8743889,92.58333333,2021,7.00,289.30,0.00,49,198.520,12,2.00,,90.00,30,4,77,35,0,,147.40,
W245620092443001,230,Assam,Cachar,Borkhola,Borkhola,24.6070556,92.72716667,2021,7,224.50,0.00,67,191.430,8,1,,170.00,28,24,65,25,0,,117.70,
W243330092480001,231,Assam,Cachar,Barjalenga,Borjalinga,24.6651111,92.71877778,2021,6.70,89,0.00,85,60,2,1,,50.00,8,7,33.10,16.40,0,,47,
W263400090180001,232,Assam,Kokrajhar,Kokrajhar,Bisumari,26.5608333,90.29138889,2021,7,74,0.00,61,56.720,16,3,,150.00,10,30,3,4,0,,39,
W244725093001901,233,Assam,Cachar,Lakhipur,Fulertol,24.7903056,93.0055,2021,7,224.80,0.00,85,148.890,14,0,,60.00,14,6,68,46,0.20,,120.30,
W221445068573001,234,Assam,Goalpara,Balijana,Dwarka,26.0563889,90.49527778,2021,7,128.20,0.00,85,117,10,1,,95.00,20,11,49,17,0,,67,
W245805092343101,235,Assam,Cachar,Palanghat,Atalbasti,24.6485833,92.88222222,2021,6,164.20,0.00,37,134.710,9,2,,40.00,10,4,55,39,0,,88,
W260046090420201,236,Assam,Goalpara,Krishnai,Salpara,26.0127778,90.70083333,2021,6.20,80,0.00,55,127.620,7.70,1,,55.00,14,5,56,27,0,,42,
W260200090253001,237,Assam,Goalpara,Balijana,Baida,26.0258333,90.41638889,2021,6,60,0.00,43,85.080,8,1,,65.00,10,9.70,35,6,0,,32,
W252105091233801,238,Assam,Cachar,Barjalenga,Kathaltila,25.210588,91.233857,2021,6,71,0.00,24,77.990,10,1,,55.00,4.00,11,28,11,0,,39,
W250600086294501,239,Assam,Cachar,Lakhipur,Tarapur,24.8298056,92.97966667,2021,5.10,297.10,0.00,31,219.790,6,1,,190.00,30,27.90,45.90,27,0,,156.70,
W244503085400701,240,Bihar,Saran,Ekma,Bishunpur,25.97,84.6,2021,8,650,0,171,53,53,65,0,170,50,11,65,13,0,,423,
W254818084431201,241,Bihar,Saran,Chapra,Chirand,25.81,84.72,2021,8,642,0,195,82,23,30,0,190,66,6,52,15,1,,417,
W221719084182901,242,Bihar,Saran,Ekma,Ekma,25.97,84.55,2021,8,461,0,128,67,14,12,0,120,28,12,46,7,1,,300,
W254930084533001,243,Bihar,Saran,Garkha,Garkha,25.83,84.89,2021,8,398,0,116,43,11,33,0,110,30,9,35,7,0,,259,
W260340084413001,244,Bihar,Saran,Baniapur,Manopali,26.06,84.69,2021,8,929,0,262,107,37,71,0,285,106,23,76,12,1,,604,
W255845084521501,245,Bihar,Saran,Marhaura,Marhaura,25.98,84.87,2021,8,617,0,189,36,94,10,0,200,60,12,45,11,0,,401,
W254800084511901,246,Bihar,Saran,Garkha,Minapur,25.8,84.86,2021,8,1470,0,329,192,95,75,0,415,136,18,122,18,0,,956,
W254933084434001,247,Bihar,Saran,Jalalpur,Nagra,25.83,84.73,2021,8,511,0,244,11,11,31,0,170,50,11,32,12,0,,332,
W260944084405101,248,Bihar,Siwan,Bhagwanpur,Malmalia Chowk,26.16,84.68,2021,8,320,0,92,25,23,31,0,130,40,7,5,14,1,,208,
W260613084403301,249,Bihar,Siwan,Bhagwanpurhat,Sarripatti,26.1,84.68,2021,8,1805,0,384,231,168,105,0,435,150,15,183,54,0,,1173,
W261145084291501,250,Bihar,Siwan,Barharia,Tarwara,26.2,84.49,2021,8,678,0,232,75,24,21,0,215,72,9,52,7,1,,441,
W255237085223701,251,Bihar,Vaishali,Goraul,Baksama,25.88,85.38,2021,8,404,0,201,14,4,11,0,145,54,2,25,2,0,,263,
W255530085202801,252,Bihar,Vaishali,Goraul,Chandpur Kala,25.93,85.34,2021,8,607,0,244,53,17,12,0,205,70,7,42,6,0,,395,
W255615085204501,253,Bihar,Vaishali,Garaul,Garaul,25.94,85.35,2021,8.20,693,0,159,124,17,26,0,220,66,11,51,12,1,,450,
W185230079173001,254,Bihar,Vaishali,Vaishali,Hajipur,25.7,85.23,2021,8,556,0,189,28,35,51,0,205,70,7,30,6,1,,361,
W252620086043701,255,Bihar,Vaishali,Goraul,Harpur,25.92,85.38,2021,8,560,0,207,21,47,42,0,215,64,13,29,5,1,,364,
W254100085120002,256,Bihar,Vaishali,Bidupur,Kachanpur,25.68,85.2,2021,8,426,0,226,14,5,10,0,140,44,7,31,6,0,,277,
W253857085281701,257,Bihar,Vaishali,Mahnar,Kumharkal,25.65,85.47,2021,8,1089,0,378,46,132,14,0,360,132,7,71,9,0,,708,
W253615085310001,258,Bihar,Vaishali,Mahnar,Mahnar,25.6,85.52,2021,8,438,0,116,25,35,65,0,105,32,6,46,10,0,,285,
W253749085214301,259,Bihar,Vaishali,Bidupur,Mathura,25.63,85.36,2021,8,517,0,177,11,31,82,0,155,38,15,44,6,0,,336,
W254814085355201,260,Bihar,Vaishali,Patepur,Mushari Tola,25.8,85.6,2021,8,834,0,250,50,58,97,0,285,108,4,58,3,0,,542,
W254954085105101,261,Bihar,Vaishali,Lalganj,Namidh,25.83,85.18,2021,8,850,0,311,71,34,44,0,300,110,6,53,10,0,,553,
W254629085142001,262,Bihar,Vaishali,Bhagwanpur (Sarai),Nonepur,25.78,85.24,2021,8,769,0,275,28,58,75,0,275,96,9,47,5,0,,500,
W253942085273901,263,Bihar,Vaishali,Sahdei Bujurg,Sahdei Bujurg,25.66,85.46,2021,8,1245,0,329,75,180,75,0,395,134,15,98,8,0,,809,
W254100085120001,264,Bihar,Vaishali,Hajipur,Sahjadpur,25.68,85.2,2021,8,565,0,268,18,5,43,0,200,54,16,34,8,0,,367,
W255059085263101,265,Bihar,Vaishali,Mahua,Tariya Supaul,25.85,85.44,2021,8,508,0,140,43,21,67,0,210,70,9,12,11,0,,330,
W255755085080301,266,Bihar,Vaishali,Vaishali,Thukaiya,25.97,85.13,2021,8,452,0,159,11,40,50,0,150,46,9,28,11,0,,294,
W260949084594701,267,Bihar,Muzaffarpur,Paroo,Dewaria,26.16,85,2021,8,798,0,189,153,17,10,0,340,102,21,23,6,0,,519,
W261743084571301,268,Bihar,Muzaffarpur,Sahebganj,Rajwara,26.3,84.95,2021,8,630,0,293,11,46,9,0,220,68,12,39,7,0,,410,
W262005084511901,269,Bihar,E. Champaran,Kesaria,Lala Chapra,26.33,84.86,2021,8,535,0,140,39,36,75,0,135,42,7,50,18,1,,348,
W215611075081001,270,Bihar,E. Champaran,Kalyanpur,Rajpur,26.51,84.84,2021,8,558,0,128,110,27,10,0,150,32,17,59,17,0,,363,
W253814085002601,271,Bihar,Patna,Danapur,Khaspur,25.64,85.01,2021,8,356,0,177,14,7,3,0,125,40,6,20,2,0,,231,
W253441084532402,272,Bihar,Patna,Bhita,Bishambharpur,25.58,84.89,2021,8,310,0,134,18,8,1,0,135,32,13,6,2,0,,202,
W253109084511501,273,Bihar,Patna,Bihta,Amhara,25.52,84.85,2021,8,349,0,159,18,9,1,0,140,48,5,12,2,0,,227,
W252930084515201,274,Bihar,Patna,Bikram,Mariyawa,25.49,84.86,2021,8,256,0,104,14,5,20,0,95,32,4,12,1,0,,166,
W252837084493301,275,Bihar,Patna,Bikram,Din Bigha,25.48,84.83,2021,8,425,0,226,11,2,7,0,170,56,7,14,1,0,,276,
W253615085121501,276,Bihar,Patna,Patna Sadar,Patna-City,25.6,85.12,2021,8,1054,0,317,121,54,46,0,305,54,41,76,36,0,,685,
W253015085174501,277,Bihar,Patna,Fatwa,Fatuha,25.5,85.3,2021,8,507,0,189,43,20,20,0,170,62,4,35,2,0,,330,
W252745085314501,278,Bihar,Patna,Bakhtiarpur,Bakhtiarpur,25.46,85.53,2021,8,677,0,305,46,15,2,0,250,24,46,34,5,0,,440,
W253015085174502,279,Bihar,Patna,Mokama,Mokama,25.5,85.3,2021,8,373,0,128,28,34,1,0,120,40,5,24,4,0,,242,
W253018084574001,280,Bihar,Patna,Naubatpur,Snehitola,25.51,85.73,2021,8,808,0,201,96,52,60,0,270,68,24,55,7,0,,525,
W252114085592801,281,Bihar,Patna,Mokama,Maranchi,25.35,85.99,2021,8,673,0,232,60,41,9,0,200,56,15,58,3,0,,437,
W253815084531501,282,Bihar,Patna,Maner,Maner,25.64,84.89,2021,8,687,0,177,96,33,28,0,270,44,39,31,2,0,,447,
W252515084521301,283,Bihar,Patna,Bikram,Noniatola,25.42,84.87,2021,8,954,0,317,96,41,40,0,340,62,45,56,6,0,,620,
W252030084514501,284,Bihar,Patna,Paliganj,Bharatpura,25.34,84.86,2021,8,719,0,323,43,11,20,0,195,66,7,68,7,1,,467,
W252000084493601,285,Bihar,Patna,Bhita,Bali Pakar,25.33,84.83,2021,8,1524,0,506,142,76,59,2,500,102,60,90,46,1,,991,
W252701085051601,286,Bihar,Patna,Punpun,Deokali,25.45,85.09,2021,8,375,0,165,21,11,3,0,150,32,17,15,2,0,,244,
W252739085071801,287,Bihar,Patna,Dhanrua,Nima halt,25.46,85.12,2021,8,423,0,201,21,8,4,0,160,22,26,18,2,0,,275,
W253217085013501,288,Bihar,Patna,Phulwari Sharif,Hulas Chak,25.54,85.03,2021,8,1102,0,403,117,41,7,0,300,14,64,110,7,0,,716,
W253430085073501,289,Bihar,Patna,Phulwari Sharif,Etwarpur,25.58,85.13,2021,8,536,0,165,53,21,29,0,210,34,30,22,3,0,,348,
W253549086131401,290,Bihar,Patna,Maner,Simri,25.61,84.91,2021,8,481,0,128,64,22,21,0,190,22,33,18,1,0,,313,
W252648084512101,291,Bihar,Patna,Bikram,Bikram,25.45,84.86,2021,8,307,0,79,25,36,16,0,120,36,7,11,1,0,,200,
W253604085093901,292,Bihar,Patna,Patna rural,Kankarbagh,25.6,85.16,2021,8,694,0,165,121,23,4,0,285,42,44,24,3,1,,451,
W253600085110601,293,Bihar,Patna,Patna rural,Kumhrar,25.6,85.19,2021,8,364,0,140,32,17,2,0,140,34,13,15,3,0,,237,
W253709085085401,294,Bihar,Patna,Patna rural,Gandhi maidan,25.62,85.15,2021,8,308,0,153,11,5,1,0,115,34,15,15,2,0,,200,
W253710085063801,295,Bihar,Patna,Patna rural,A N College,25.62,85.11,2021,8,295,0,134,18,9,1,0,110,22,13,14,1,0,,192,
W253011084574001,296,Bihar,Patna,Naubatpur,Naubatpur,25.5,84.96,2021,8,336,0,134,25,14,1,0,130,32,12,14,4,0,,218,
W231923083211101,297,Bihar,Patna,Patna Sadar,Kurji,25.64,85.11,2021,8,374,0,165,14,19,2,0,145,28,18,15,2,1,,243,
W251739084421001,298,Bihar,Arwal,Arwal,Dirpal Bigha,25.29,84.7,2021,8,261,0,92,11,25,12,0,110,32,7,8,1,0,,170,
W250854084422501,299,Bihar,Arwal,Karpi,Bairbigha,25.15,84.71,2021,8,1184,0,348,142,61,39,0,260,24,49,142,12,0,,770,
W251230084460001,300,Bihar,Arwal,Arwal,Imamganj,25.21,84.77,2021,8,684,0,159,114,21,25,0,280,30,50,25,1,1,,445,
W251200084531501,301,Bihar,Arwal,Ratni Faridpur,Jhunathi,25.2,84.89,2021,8,411,0,165,28,25,3,0,160,54,6,17,2,0,,267,
W250745084491501,302,Bihar,Arwal,Kurtha,Kurtha bdo,25.13,84.82,2021,8,836,0,281,110,20,6,0,345,60,47,26,5,0,,543,
W251345085061501,303,Bihar,Jehanabad,Modanganj,Kako,25.23,85.1,2021,8,1579,0,598,131,72,42,0,420,58,67,127,65,1,,1026,
W250945085063001,304,Bihar,Jehanabad,Ghoshi,Ghoshi,25.16,85.11,2021,8,532,0,195,39,22,22,0,225,50,24,16,1,1,,346,
W250509085085201,305,Bihar,Jehanabad,Hulasgunj,Hulasganj,25.09,85.15,2021,8,787,0,220,110,36,22,0,290,38,47,41,2,0,,512,
W250400085004801,306,Bihar,Jehanabad,Makhdumpur,Alubikha,25.07,85.01,2021,8,833,0,293,99,16,12,1,300,40,49,49,3,1,,541,
W251232084591101,307,Bihar,Jehanabad,Jehanabad,Gaurakhini,25.21,84.99,2021,8,1049,0,305,131,72,13,0,375,20,79,63,3,0,,682,
W245505084460401,308,Bihar,Gaya,Konch,Konch,24.92,84.77,2021,8.10,381,0,153,25,12,19,0,150,46,9,15,2,0,,248,
W245645084510001,309,Bihar,Gaya,Tekari,Tekari,24.95,84.85,2021,8,946,0,153,181,36,54,0,355,60,50,48,7,0,,615,
W244600084223001,310,Bihar,Aurangabad,Aurangabad,Aurangabad,24.77,84.38,2021,8,1388,0,336,231,30,59,0,495,54,87,75,13,0,,902,
W250130084253001,311,Bihar,Aurangabad,Daudnagar,Daudnagar,25.03,84.43,2021,8,1133,0,281,202,22,31,0,425,30,85,51,18,0,,736,
W245415084233001,312,Bihar,Aurangabad,Obra,Obra,24.9,84.39,2021,8,360,0,73,43,22,39,0,135,38,10,15,1,0,,234,
W245330084143001,313,Bihar,Aurangabad,Barun,Barun,24.89,84.24,2021,8.10,511,0,140,39,49,28,0,210,26,35,19,2,0,,332,
W244030084271501,314,Bihar,Aurangabad,Deo,Deo1,24.68,84.45,2021,8,1013,0,397,60,55,37,0,355,24,72,62,10,1,,658,
W245902084385001,315,Bihar,Aurangabad,Goh,Dhobi Tola_Goh,24.98,84.65,2021,8,544,0,226,28,13,31,0,180,26,28,36,2,2,,354,
W245148084383101,316,Bihar,Aurangabad,Rafiganj,Tineri Morh,24.86,84.64,2021,8,947,0,268,135,42,19,0,270,26,50,85,10,1,,616,
W252600085184501,317,Bihar,Patna,Daniyawan,Daniyawan,25.43,85.31,2021,7,480,0,189,46,14,1,0,160,26,23,35,1,0,16,312,
W250242085155601,318,Bihar,Nalanda,Neemchak,Ankuri Bazar,25.05,85.27,2021,8,606,0,275,46,6,4,0,210,16,41,38,1,1,15,394,
W250621085250601,319,Bihar,Nalanda,Silao,Bhui,25.11,85.42,2021,8,2670,0,695,348,233,29,0,890,14,208,168,41,0,15,1736,
W213709082023301,320,Bihar,Nalanda,Chandi,Chandi,25.32,85.49,2021,7,720,0,372,18,14,2,0,205,12,43,67,3,1,17,468,
W251234085275301,321,Bihar,Nalanda,Noorsarai,Daudpur,25.21,85.46,2021,8,615,0,299,28,9,14,0,215,12,45,38,4,0,16,400,
W251354085492501,322,Bihar,Nalanda,Rahui,Doiya,25.23,85.5,2021,8,638,0,262,36,45,4,0,140,18,23,76,4,0,15,415,
W250130085314501,323,Bihar,Nalanda,Giriak,Giriak,25.03,85.53,2021,8,760,0,372,25,22,20,0,285,20,57,38,4,0,19,494,
W251815085171501,324,Bihar,Nalanda,Hilsa,Hilsa,25.3,85.29,2021,8,847,0,372,64,15,6,0,305,16,64,50,7,0,13,551,
W174644077010201,325,Bihar,Nalanda,Islampur,Islampur,25.14,85.21,2021,8,599,0,317,18,10,2,0,160,18,28,58,5,0,1,389,
W251144085412801,326,Bihar,Nalanda,Asthawan,Jangipur,25.2,85.69,2021,8,472,0,183,36,17,21,0,160,20,27,31,2,0,12,307,
W252207085160201,327,Bihar,Nalanda,Hilsa,Karaiparsurai,25.37,85.27,2021,8,494,0,226,28,17,1,0,165,12,33,32,3,0,16,321,
W250922085264901,328,Bihar,Nalanda,Silao,Kundalpur,25.16,85.45,2021,8,926,0,482,21,20,8,0,140,20,22,140,11,1,17,602,
